Fecha,Año,Tienda,Categoría,Cantidad,Costo_Unitario,Costo_Total,Precio_Venta_Unitario,Ingreso_Total,Ganancia_Neta
2024-08-26,2024.0,Florería Central,Orquídeas,20.0,53.35,1067.0,76.75,1535.0,468.0
2024-08-26,2024.0,EcoFlores Norte,Lirios,17.0,18.94,321.98,26.01,442.17,120.19
2024-08-28,2024.0,Florería Central,Lirios,34.0,12.68,431.12,16.61,564.74,133.62
2024-08-29,2024.0,Portal de las Flores,Lirios,15.0,14.58,218.7,21.65,324.75,106.05
2024-08-29,2024.0,EcoFlores Norte,Orquídeas,13.0,49.16,639.08,64.03,832.39,193.31
2024-08-30,2024.0,Portal de las Flores,Orquídeas,32.0,50.6,1619.2,78.45,2510.4,891.2
2024-08-30,2024.0,Florería Central,Girasoles,38.0,12.08,459.04,19.38,736.44,277.4
2024-08-30,2024.0,Florería Central,Orquídeas,33.0,39.92,1317.36,55.69,1837.77,520.41
2024-08-31,2024.0,Jardín Express,Rosas,3.0,22.12,66.36,30.31,90.93,24.57
2024-08-31,2024.0,Portal de las Flores,Tulipanes,500.0,20.4,10200.0,27.89,13945.0,3745.0
2024-08-31,2024.0,Jardín Express,Lirios,2.0,14.09,28.18,21.34,42.68,14.5
2024-09-01,2024.0,Jardín Express,Tulipanes,28.0,19.52,546.56,31.95,894.6,348.04
2024-09-02,2024.0,Jardín Express,Rosas,34.0,18.13,616.42,29.29,995.86,379.44
2024-09-03,2024.0,Portal de las Flores,Lirios,26.0,16.19,420.94,22.73,590.98,170.04
2024-09-03,2024.0,Florería Central,Lirios,48.0,20.17,968.16,27.69,1329.12,360.96
2024-09-05,2024.0,Florería Central,Girasoles,44.0,11.68,513.92,18.65,820.6,306.68
2024-09-05,2024.0,Jardín Express,Tulipanes,47.0,25.4,1193.8,37.67,1770.49,576.69
2024-09-06,2024.0,Florería Central,Girasoles,6.0,14.58,87.48,24.78,148.68,61.2
2024-09-06,2024.0,Florería Central,Girasoles,8.0,10.76,86.08,15.34,122.72,36.64
2024-09-07,2024.0,Portal de las Flores,Tulipanes,42.0,19.12,803.04,28.12,1181.04,378.0
2024-09-07,2024.0,Jardín Express,Tulipanes,27.0,26.51,715.77,37.34,1008.18,292.41
2024-09-08,2024.0,Florería Central,Rosas,,,569.28,24.06,769.92,200.64
2024-09-08,2024.0,EcoFlores Norte,Lirios,5.0,17.77,88.85,25.58,127.9,39.05
2024-09-09,2024.0,Portal de las Flores,Tulipanes,30.0,26.58,797.4,40.71,1221.3,423.9
2024-09-09,2024.0,Portal de las Flores,Orquídeas,40.0,46.06,1842.4,71.84,2873.6,1031.2
2024-09-09,2024.0,EcoFlores Norte,Rosas,20.0,23.81,476.2,39.36,787.2,311.0
2024-09-09,2024.0,EcoFlores Norte,Lirios,8.0,19.69,157.52,30.78,246.24,88.72
2024-09-09,2024.0,Portal de las Flores,Orquídeas,25.0,56.72,1418.0,91.36,2284.0,866.0
2024-09-09,2024.0,Portal de las Flores,Rosas,14.0,22.24,311.36,35.05,490.7,179.34
2024-09-10,2024.0,Jardín Express,Girasoles,23.0,13.08,300.84,18.82,432.86,132.02
2024-09-10,2024.0,Jardín Express,Girasoles,3.0,12.35,37.05,18.26,54.78,17.73
2024-09-10,2024.0,Jardín Express,Tulipanes,33.0,28.49,940.17,37.04,1222.32,282.15
2024-09-10,2024.0,EcoFlores Norte,Rosas,23.0,19.07,438.61,31.59,726.57,287.96
2024-09-10,2024.0,EcoFlores Norte,Orquídeas,8.0,36.3,290.4,55.16,441.28,150.88
2024-09-12,2024.0,Jardín Express,Lirios,17.0,14.31,243.27,23.57,400.69,157.42
2024-09-12,2024.0,Portal de las Flores,Rosas,46.0,17.8,818.8,28.03,1289.38,470.58
2024-09-12,2024.0,EcoFlores Norte,Lirios,44.0,12.16,535.04,19.36,851.84,316.8
2024-09-13,2024.0,Jardín Express,Tulipanes,33.0,21.23,700.59,29.29,966.57,265.98
2024-09-14,2024.0,EcoFlores Norte,Orquídeas,19.0,50.59,961.21,78.89,1498.91,537.7
2024-09-15,2024.0,Florería Central,Tulipanes,28.0,25.83,723.24,38.29,1072.12,348.88
2024-09-15,2024.0,Portal de las Flores,Rosas,17.0,16.21,275.57,23.04,391.68,116.11
2024-09-15,2024.0,Jardín Express,Tulipanes,9.0,22.47,202.23,33.09,297.81,95.58
2024-09-15,2024.0,Portal de las Flores,Lirios,35.0,14.21,497.35,20.64,722.4,225.05
2024-09-17,2024.0,Jardín Express,Lirios,11.0,18.23,200.53,28.09,308.99,108.46
2024-09-17,2024.0,Portal de las Flores,Tulipanes,10.0,,242.7,37.77,377.7,135.0
2024-09-17,2024.0,Florería Central,Rosas,10.0,22.23,222.3,30.11,301.1,78.8
2024-09-19,2024.0,EcoFlores Norte,Lirios,11.0,,224.84,28.65,315.15,90.31
2024-09-20,2024.0,Florería Central,Lirios,2.0,12.25,24.5,17.92,35.84,11.34
2024-09-20,2024.0,Portal de las Flores,Lirios,39.0,21.63,843.57,36.06,1406.34,562.77
2024-09-20,2024.0,Florería Central,Orquídeas,11.0,36.11,397.21,52.95,582.45,185.24
2024-09-21,2024.0,Portal de las Flores,Orquídeas,44.0,53.64,2360.16,81.7,3594.8,1234.64
2024-09-22,2024.0,EcoFlores Norte,Lirios,15.0,15.49,232.35,24.44,366.6,134.25
2024-09-23,2024.0,EcoFlores Norte,Tulipanes,14.0,23.35,326.9,38.72,542.08,215.18
2024-09-24,2024.0,EcoFlores Norte,Rosas,42.0,21.64,908.88,31.06,1304.52,395.64
2024-09-24,2024.0,Portal de las Flores,Orquídeas,43.0,35.31,1518.33,48.08,2067.44,549.11
2024-09-24,2024.0,EcoFlores Norte,Girasoles,35.0,15.33,536.55,20.66,723.1,186.55
2024-09-24,2024.0,EcoFlores Norte,Lirios,,17.88,303.96,26.68,453.56,149.6
2024-09-24,2024.0,Florería Central,Orquídeas,43.0,50.94,2190.42,71.15,3059.45,869.03
2024-09-25,2024.0,Florería Central,Girasoles,34.0,15.59,530.06,22.73,772.82,242.76
2024-09-26,2024.0,Florería Central,Tulipanes,1.0,26.77,26.77,36.47,36.47,9.7
2024-09-26,2024.0,Florería Central,Tulipanes,37.0,29.95,1108.15,44.33,1640.21,532.06
2024-09-27,2024.0,EcoFlores Norte,Orquídeas,500.0,57.36,28680.0,97.32,48660.0,19980.0
2024-09-27,2024.0,Jardín Express,Lirios,22.0,14.55,320.1,22.77,500.94,180.84
2024-09-28,2024.0,Portal de las Flores,Lirios,41.0,12.0,492.0,17.6,721.6,229.6
2024-09-28,2024.0,Portal de las Flores,Rosas,44.0,19.36,851.84,30.97,1362.68,510.84
2024-09-29,2024.0,Portal de las Flores,Orquídeas,34.0,59.38,2018.92,100.13,3404.42,1385.5
2024-09-29,2024.0,Jardín Express,Tulipanes,15.0,29.54,443.1,46.43,696.45,253.35
2024-09-29,2024.0,EcoFlores Norte,Rosas,36.0,23.48,845.28,35.65,1283.4,438.12
2024-09-30,2024.0,Florería Central,Orquídeas,2.0,47.45,94.9,67.57,135.14,40.24
2024-09-30,2024.0,Portal de las Flores,Tulipanes,12.0,20.97,251.64,28.6,343.2,91.56
2024-09-30,2024.0,EcoFlores Norte,Girasoles,20.0,12.32,246.4,19.88,397.6,151.2
2024-10-01,2024.0,EcoFlores Norte,Girasoles,31.0,15.33,475.23,23.15,717.65,242.42
2024-10-03,2024.0,Portal de las Flores,Tulipanes,4.0,22.61,90.44,33.52,134.08,43.64
2024-10-03,2024.0,Portal de las Flores,Tulipanes,47.0,19.26,905.22,26.75,1257.25,352.03
2024-10-03,2024.0,Portal de las Flores,Girasoles,10.0,11.55,115.5,17.08,170.8,55.3
2024-10-03,2024.0,,Orquídeas,28.0,53.28,1491.84,88.65,2482.2,990.36
2024-10-03,2024.0,EcoFlores Norte,Girasoles,27.0,11.28,304.56,14.77,398.79,94.23
2024-10-04,2024.0,EcoFlores Norte,Girasoles,10.0,13.2,132.0,20.06,200.6,68.6
2024-10-05,2024.0,Portal de las Flores,Lirios,30.0,18.48,554.4,24.14,724.2,169.8
2024-10-06,2024.0,Portal de las Flores,Orquídeas,17.0,35.39,601.63,51.1,868.7,267.07
2024-10-06,2024.0,EcoFlores Norte,Tulipanes,47.0,27.17,1276.99,41.55,1952.85,675.86
2024-10-06,2024.0,,Tulipanes,46.0,23.5,1081.0,35.11,1615.06,534.06
2024-10-07,2024.0,Portal de las Flores,Tulipanes,19.0,26.89,510.91,43.1,818.9,307.99
2024-10-07,2024.0,Jardín Express,Girasoles,8.0,12.16,97.28,16.75,134.0,36.72
2024-10-08,2024.0,Portal de las Flores,Rosas,14.0,21.74,304.36,35.6,498.4,194.04
2024-10-08,2024.0,Portal de las Flores,Orquídeas,45.0,43.44,1954.8,70.42,3168.9,1214.1
2024-10-09,2024.0,Jardín Express,Girasoles,44.0,13.46,592.24,17.99,791.56,199.32
2024-10-09,2024.0,Portal de las Flores,Tulipanes,21.0,19.5,409.5,29.05,610.05,200.55
2024-10-09,2024.0,EcoFlores Norte,Lirios,34.0,20.42,694.28,31.29,1063.86,369.58
2024-10-10,2024.0,Florería Central,Tulipanes,37.0,29.47,1090.39,42.01,1554.37,463.98
2024-10-11,2024.0,EcoFlores Norte,Lirios,46.0,15.97,734.62,24.04,1105.84,371.22
2024-10-11,2024.0,Jardín Express,Girasoles,27.0,10.16,274.32,15.59,420.93,146.61
2024-10-11,2024.0,Jardín Express,Lirios,27.0,15.76,425.52,26.31,710.37,284.85
2024-10-11,2024.0,Jardín Express,Lirios,14.0,16.38,229.32,23.33,326.62,97.3
2024-10-11,2024.0,EcoFlores Norte,Girasoles,17.0,17.46,296.82,28.48,484.16,187.34
2024-10-12,2024.0,Florería Central,Lirios,49.0,16.16,791.84,22.68,1111.32,319.48
2024-10-13,2024.0,Jardín Express,Girasoles,39.0,17.37,677.43,29.31,1143.09,465.66
2024-10-14,2024.0,Portal de las Flores,Tulipanes,36.0,25.5,918.0,33.88,1219.68,301.68
2024-10-14,2024.0,Jardín Express,Lirios,24.0,21.38,513.12,29.26,702.24,189.12
2024-10-14,2024.0,EcoFlores Norte,Girasoles,26.0,15.6,405.6,25.02,650.52,244.92
2024-10-15,2024.0,Jardín Express,Rosas,24.0,15.1,362.4,20.14,483.36,120.96
2024-10-15,2024.0,Portal de las Flores,Orquídeas,33.0,45.6,1504.8,62.07,2048.31,543.51
2024-10-15,2024.0,Portal de las Flores,Tulipanes,19.0,25.34,481.46,36.7,697.3,215.84
2024-10-15,2024.0,Jardín Express,Lirios,20.0,15.16,303.2,20.24,404.8,101.6
2024-10-15,2024.0,Portal de las Flores,Girasoles,16.0,17.86,285.76,27.7,443.2,157.44
2024-10-15,2024.0,,Orquídeas,43.0,35.36,1520.48,57.33,2465.19,944.71
2024-10-17,2024.0,Florería Central,Lirios,,21.85,1070.65,30.23,1481.27,410.62
2024-10-18,2024.0,Portal de las Flores,Rosas,5.0,24.48,122.4,39.33,196.65,74.25
2024-10-18,2024.0,EcoFlores Norte,Orquídeas,35.0,55.0,1925.0,76.82,2688.7,763.7
2024-10-19,2024.0,Jardín Express,Lirios,20.0,14.66,293.2,22.52,450.4,157.2
2024-10-20,2024.0,Jardín Express,Tulipanes,41.0,27.5,1127.5,41.79,1713.39,585.89
2024-10-21,2024.0,EcoFlores Norte,Orquídeas,5.0,42.23,211.15,61.14,305.7,94.55
2024-10-22,2024.0,Florería Central,Lirios,22.0,18.08,397.76,26.42,581.24,183.48
2024-10-22,2024.0,EcoFlores Norte,Girasoles,14.0,14.76,206.64,22.37,313.18,106.54
2024-10-22,2024.0,Jardín Express,Lirios,26.0,20.51,533.26,29.5,767.0,233.74
2024-10-22,2024.0,EcoFlores Norte,Rosas,13.0,22.82,296.66,34.84,452.92,156.26
2024-10-22,2024.0,Jardín Express,Rosas,45.0,17.43,784.35,24.69,1111.05,326.7
2024-10-22,2024.0,Portal de las Flores,Rosas,34.0,19.69,669.46,32.91,1118.94,449.48
2024-10-23,2024.0,Portal de las Flores,Tulipanes,12.0,22.78,273.36,38.1,457.2,183.84
2024-10-24,2024.0,Portal de las Flores,Orquídeas,41.0,53.49,2193.09,73.63,3018.83,825.74
2024-10-26,2024.0,EcoFlores Norte,Orquídeas,,53.73,376.11,81.58,571.06,194.95
2024-10-27,2024.0,Florería Central,Girasoles,32.0,11.01,352.32,15.18,485.76,133.44
2024-10-28,2024.0,Jardín Express,Lirios,45.0,15.1,679.5,20.73,932.85,253.35
2024-10-28,2024.0,Jardín Express,Rosas,9.0,24.23,218.07,38.18,343.62,125.55
2024-10-28,2024.0,Jardín Express,Girasoles,38.0,12.05,457.9,15.81,600.78,142.88
2024-10-28,2024.0,Florería Central,Girasoles,2.0,15.04,30.08,21.05,42.1,12.02
2024-10-29,2024.0,EcoFlores Norte,Lirios,9.0,12.86,115.74,17.01,153.09,37.35
2024-10-29,2024.0,Florería Central,Girasoles,,13.67,68.35,20.86,104.3,35.95
2024-10-30,2024.0,Jardín Express,Rosas,9.0,22.88,205.92,35.83,322.47,116.55
2024-10-31,2024.0,EcoFlores Norte,Girasoles,44.0,10.83,476.52,14.83,652.52,176.0
2024-10-31,2024.0,Jardín Express,Girasoles,32.0,10.6,339.2,15.33,490.56,151.36
2024-10-31,2024.0,EcoFlores Norte,Girasoles,42.0,16.0,672.0,25.58,1074.36,402.36
2024-11-01,2024.0,Portal de las Flores,Orquídeas,8.0,42.88,343.04,58.03,464.24,121.2
2024-11-01,2024.0,Portal de las Flores,Orquídeas,4.0,44.9,179.6,71.95,287.8,108.2
2024-11-03,2024.0,Florería Central,Lirios,15.0,16.52,247.8,27.99,419.85,172.05
2024-11-04,2024.0,EcoFlores Norte,Lirios,36.0,18.48,665.28,28.42,1023.12,357.84
2024-11-04,2024.0,Portal de las Flores,Lirios,29.0,19.35,561.15,30.0,870.0,308.85
2024-11-05,2024.0,Portal de las Flores,Girasoles,6.0,17.75,106.5,28.14,168.84,62.34
2024-11-05,2024.0,Portal de las Flores,Lirios,3.0,18.56,55.68,27.63,82.89,27.21
2024-11-06,2024.0,Jardín Express,Lirios,46.0,13.73,631.58,19.93,916.78,285.2
2024-11-07,2024.0,Jardín Express,Rosas,42.0,22.8,957.6,31.47,1321.74,364.14
2024-11-07,2024.0,EcoFlores Norte,Tulipanes,16.0,27.71,443.36,45.73,731.68,288.32
2024-11-08,2024.0,Florería Central,Orquídeas,3.0,50.06,150.18,71.53,214.59,64.41
2024-11-08,2024.0,Jardín Express,Lirios,28.0,17.36,486.08,26.06,729.68,243.6
2024-11-09,2024.0,,Tulipanes,35.0,18.37,642.95,28.67,1003.45,360.5
2024-11-09,2024.0,Florería Central,Girasoles,41.0,17.5,717.5,26.97,1105.77,388.27
2024-11-10,2024.0,Florería Central,Lirios,1.0,14.47,14.47,23.79,23.79,9.32
2024-11-11,2024.0,Jardín Express,Tulipanes,22.0,21.99,483.78,33.36,733.92,250.14
2024-11-11,2024.0,Florería Central,Lirios,39.0,19.31,753.09,31.47,1227.33,474.24
2024-11-13,2024.0,Portal de las Flores,Rosas,1.0,23.08,23.08,33.59,33.59,10.51
2024-11-13,2024.0,Portal de las Flores,Girasoles,,17.75,585.75,29.7,980.1,394.35
2024-11-13,2024.0,EcoFlores Norte,Orquídeas,11.0,43.0,473.0,68.85,757.35,284.35
2024-11-13,2024.0,Portal de las Flores,Lirios,44.0,14.31,629.64,20.92,920.48,290.84
2024-11-13,2024.0,Portal de las Flores,Orquídeas,30.0,40.29,1208.7,64.24,1927.2,718.5
2024-11-14,2024.0,EcoFlores Norte,Lirios,11.0,18.19,200.09,25.9,284.9,84.81
2024-11-14,2024.0,Portal de las Flores,Girasoles,8.0,12.7,101.6,17.42,139.36,37.76
2024-11-15,2024.0,EcoFlores Norte,Girasoles,19.0,12.61,239.59,16.5,313.5,73.91
2024-11-15,2024.0,Florería Central,Orquídeas,32.0,39.01,1248.32,59.1,1891.2,642.88
2024-11-15,2024.0,Jardín Express,Lirios,37.0,13.19,488.03,17.89,661.93,173.9
2024-11-16,2024.0,Portal de las Flores,Tulipanes,17.0,25.48,433.16,33.77,574.09,140.93
2024-11-16,2024.0,EcoFlores Norte,Rosas,45.0,22.54,1014.3,29.63,1333.35,319.05
2024-11-17,2024.0,EcoFlores Norte,Rosas,37.0,23.49,869.13,34.27,1267.99,398.86
2024-11-18,2024.0,Portal de las Flores,Tulipanes,17.0,21.62,367.54,28.92,491.64,124.1
2024-11-18,2024.0,Portal de las Flores,Girasoles,29.0,14.67,425.43,24.01,696.29,270.86
2024-11-18,2024.0,Jardín Express,Girasoles,8.0,10.89,87.12,17.68,141.44,54.32
2024-11-19,2024.0,Portal de las Flores,Lirios,34.0,20.42,694.28,26.79,910.86,216.58
2024-11-19,2024.0,Portal de las Flores,Rosas,36.0,20.86,750.96,32.01,1152.36,401.4
2024-11-19,2024.0,Jardín Express,Lirios,32.0,19.1,611.2,25.69,822.08,210.88
2024-11-20,2024.0,Florería Central,Rosas,27.0,20.2,545.4,26.86,725.22,179.82
2024-11-21,2024.0,Jardín Express,Orquídeas,3.0,59.18,177.54,93.86,281.58,104.04
2024-11-21,2024.0,Jardín Express,Orquídeas,6.0,44.3,265.8,65.59,393.54,127.74
2024-11-22,2024.0,EcoFlores Norte,Orquídeas,38.0,55.96,2126.48,80.84,3071.92,945.44
2024-11-22,2024.0,Portal de las Flores,Rosas,37.0,20.0,740.0,27.02,999.74,259.74
2024-11-23,2024.0,Florería Central,Lirios,5.0,21.53,107.65,35.77,178.85,71.2
2024-11-24,2024.0,Florería Central,Lirios,1.0,20.33,20.33,33.99,33.99,13.66
2024-11-24,2024.0,Florería Central,Orquídeas,32.0,56.14,1796.48,75.55,2417.6,621.12
2024-11-25,2024.0,Florería Central,Tulipanes,,,182.98,37.36,261.52,78.54
2024-11-25,2024.0,Jardín Express,Girasoles,15.0,15.85,237.75,22.43,336.45,98.7
2024-11-25,2024.0,Jardín Express,Girasoles,45.0,17.19,773.55,28.51,1282.95,509.4
2024-11-25,2024.0,Jardín Express,Orquídeas,49.0,51.81,2538.69,74.17,3634.33,1095.64
2024-11-25,2024.0,EcoFlores Norte,Girasoles,18.0,12.66,227.88,21.16,380.88,153.0
2024-11-26,2024.0,Jardín Express,Rosas,17.0,15.67,266.39,23.62,401.54,135.15
2024-11-26,2024.0,Florería Central,Lirios,12.0,12.06,144.72,17.06,204.72,60.0
2024-11-27,2024.0,Florería Central,Rosas,1.0,16.61,16.61,28.09,28.09,11.48
2024-11-29,2024.0,EcoFlores Norte,Lirios,25.0,14.85,371.25,23.05,576.25,205.0
2024-11-30,2024.0,Jardín Express,Lirios,34.0,19.93,677.62,33.13,1126.42,448.8
2024-11-30,2024.0,Portal de las Flores,Lirios,38.0,20.68,785.84,29.34,1114.92,329.08
2024-11-30,2024.0,EcoFlores Norte,Tulipanes,43.0,29.63,1274.09,43.0,1849.0,574.91
2024-12-01,2024.0,Florería Central,Girasoles,47.0,17.61,827.67,24.99,1174.53,346.86
2024-12-02,2024.0,Florería Central,Tulipanes,16.0,25.16,402.56,40.86,653.76,251.2
2024-12-03,2024.0,Jardín Express,Rosas,19.0,23.69,450.11,34.36,652.84,202.73
2024-12-03,2024.0,Jardín Express,Lirios,28.0,20.58,576.24,33.5,938.0,361.76
2024-12-03,2024.0,Jardín Express,Tulipanes,41.0,22.76,933.16,30.38,1245.58,312.42
2024-12-04,2024.0,Jardín Express,Tulipanes,11.0,24.76,272.36,40.15,441.65,169.29
2024-12-04,2024.0,Florería Central,Orquídeas,11.0,36.58,402.38,49.48,544.28,141.9
2024-12-05,2024.0,EcoFlores Norte,Lirios,11.0,16.95,186.45,24.65,271.15,84.7
2024-12-05,2024.0,EcoFlores Norte,Girasoles,41.0,13.51,553.91,21.48,880.68,326.77
2024-12-05,2024.0,Jardín Express,Rosas,47.0,17.36,815.92,27.16,1276.52,460.6
2024-12-06,2024.0,EcoFlores Norte,Lirios,35.0,21.52,753.2,29.93,1047.55,294.35
2024-12-07,2024.0,Jardín Express,Rosas,5.0,20.31,101.55,31.69,158.45,56.9
2024-12-07,2024.0,Florería Central,Tulipanes,34.0,23.5,799.0,37.37,1270.58,471.58
2024-12-07,2024.0,EcoFlores Norte,Tulipanes,29.0,27.79,805.91,40.33,1169.57,363.66
2024-12-07,2024.0,,Orquídeas,11.0,51.42,565.62,81.42,895.62,330.0
2024-12-07,2024.0,EcoFlores Norte,Orquídeas,7.0,41.84,292.88,70.79,495.53,202.65
2024-12-09,2024.0,EcoFlores Norte,Lirios,48.0,17.23,827.04,27.02,1296.96,469.92
2024-12-09,2024.0,EcoFlores Norte,Rosas,15.0,20.2,303.0,31.73,475.95,172.95
2024-12-09,2024.0,Jardín Express,Orquídeas,29.0,35.55,1030.95,50.82,1473.78,442.83
2024-12-09,2024.0,Jardín Express,Rosas,44.0,18.1,796.4,25.85,1137.4,341.0
2024-12-11,2024.0,Jardín Express,Orquídeas,39.0,39.18,1528.02,61.2,2386.8,858.78
2024-12-11,2024.0,Jardín Express,Lirios,24.0,16.25,390.0,23.37,560.88,170.88
2024-12-11,2024.0,Florería Central,Girasoles,3.0,17.18,51.54,23.49,70.47,18.93
2024-12-11,2024.0,Portal de las Flores,Tulipanes,34.0,23.34,793.56,30.59,1040.06,246.5
2024-12-11,2024.0,Florería Central,Girasoles,2.0,15.37,30.74,25.03,50.06,19.32
2024-12-11,2024.0,Jardín Express,Rosas,20.0,15.91,318.2,20.89,417.8,99.6
2024-12-11,2024.0,Portal de las Flores,Lirios,23.0,17.69,406.87,23.42,538.66,131.79
2024-12-12,2024.0,Florería Central,Tulipanes,7.0,20.68,144.76,31.4,219.8,75.04
2024-12-13,2024.0,Florería Central,Lirios,27.0,16.02,432.54,25.5,688.5,255.96
2024-12-13,2024.0,EcoFlores Norte,Girasoles,28.0,17.26,483.28,23.52,658.56,175.28
2024-12-13,2024.0,EcoFlores Norte,Girasoles,17.0,17.65,300.05,28.15,478.55,178.5
2024-12-13,2024.0,Portal de las Flores,Tulipanes,37.0,26.99,998.63,39.74,1470.38,471.75
2024-12-14,2024.0,Jardín Express,Lirios,48.0,21.96,1054.08,29.07,1395.36,341.28
2024-12-14,2024.0,EcoFlores Norte,Tulipanes,37.0,27.21,1006.77,37.61,1391.57,384.8
2024-12-14,2024.0,Portal de las Flores,Orquídeas,8.0,42.18,337.44,68.21,545.68,208.24
2024-12-14,2024.0,Florería Central,Lirios,21.0,21.52,451.92,28.41,596.61,144.69
2024-12-14,2024.0,EcoFlores Norte,Tulipanes,7.0,27.12,189.84,42.59,298.13,108.29
2024-12-15,2024.0,Jardín Express,Lirios,1500.0,13.05,19575.0,17.64,26460.0,6885.0
2024-12-15,2024.0,EcoFlores Norte,Rosas,23.0,21.2,487.6,31.61,727.03,239.43
2024-12-15,2024.0,Florería Central,Tulipanes,41.0,24.37,999.17,38.95,1596.95,597.78
2024-12-15,2024.0,EcoFlores Norte,Orquídeas,26.0,48.06,1249.56,66.69,1733.94,484.38
2024-12-19,2024.0,EcoFlores Norte,Rosas,24.0,22.25,534.0,36.74,881.76,347.76
2024-12-21,2024.0,Jardín Express,Tulipanes,38.0,22.64,860.32,36.87,1401.06,540.74
2024-12-21,2024.0,Jardín Express,Lirios,28.0,15.67,438.76,23.67,662.76,224.0
2024-12-22,2024.0,Florería Central,Lirios,9.0,14.56,131.04,20.04,180.36,49.32
2024-12-22,2024.0,Jardín Express,Lirios,5.0,15.53,77.65,24.05,120.25,42.6
2024-12-23,2024.0,Jardín Express,Lirios,44.0,13.16,579.04,20.33,894.52,315.48
2024-12-24,2024.0,Florería Central,Tulipanes,48.0,20.25,972.0,26.41,1267.68,295.68
2024-12-24,2024.0,Portal de las Flores,Orquídeas,25.0,39.09,977.25,55.1,1377.5,400.25
2024-12-24,2024.0,Portal de las Flores,Orquídeas,47.0,51.68,2428.96,86.03,4043.41,1614.45
2024-12-25,2024.0,Jardín Express,Girasoles,3.0,11.48,34.44,15.85,47.55,13.11
2024-12-25,2024.0,EcoFlores Norte,Tulipanes,18.0,21.67,390.06,32.36,582.48,192.42
2024-12-26,2024.0,Portal de las Flores,Girasoles,12.0,13.04,156.48,21.13,253.56,97.08
2024-12-26,2024.0,Portal de las Flores,Tulipanes,20.0,27.84,556.8,47.32,946.4,389.6
2024-12-28,2024.0,EcoFlores Norte,Orquídeas,17.0,38.14,648.38,54.33,923.61,275.23
2024-12-28,2024.0,Florería Central,Orquídeas,34.0,,1409.3,61.58,2093.72,684.42
2024-12-28,2024.0,Portal de las Flores,Girasoles,34.0,10.51,357.34,14.41,489.94,132.6
2024-12-29,2024.0,EcoFlores Norte,Rosas,11.0,21.34,234.74,28.36,311.96,77.22
2024-12-29,2024.0,Florería Central,Lirios,32.0,13.16,421.12,22.21,710.72,289.6
2024-12-30,2024.0,Florería Central,Rosas,47.0,16.54,777.38,21.67,1018.49,241.11
2024-12-30,2024.0,Jardín Express,Lirios,22.0,16.05,353.1,22.59,496.98,143.88
2024-12-30,2024.0,Florería Central,Lirios,2.0,14.33,28.66,19.29,38.58,9.92
2024-12-30,2024.0,Jardín Express,Rosas,31.0,18.06,559.86,29.42,912.02,352.16
2024-12-31,2024.0,Jardín Express,Orquídeas,,57.26,1202.46,80.63,1693.23,490.77
2025-01-01,2025.0,Portal de las Flores,Orquídeas,37.0,53.7,1986.9,73.05,2702.85,715.95
2025-01-01,2025.0,Jardín Express,Tulipanes,12.0,22.61,271.32,33.61,403.32,132.0
2025-01-03,2025.0,Florería Central,Lirios,22.0,20.43,449.46,30.52,671.44,221.98
2025-01-03,2025.0,EcoFlores Norte,Rosas,46.0,18.99,873.54,31.24,1437.04,563.5
2025-01-03,2025.0,Portal de las Flores,Orquídeas,26.0,57.82,1503.32,83.02,2158.52,655.2
2025-01-04,2025.0,Portal de las Flores,Tulipanes,8.0,19.94,159.52,29.73,237.84,78.32
2025-01-05,2025.0,Portal de las Flores,Lirios,6.0,20.32,121.92,30.18,181.08,59.16
2025-01-05,2025.0,EcoFlores Norte,Tulipanes,22.0,26.82,590.04,37.57,826.54,236.5
2025-01-05,2025.0,EcoFlores Norte,Orquídeas,45.0,39.61,1782.45,52.4,2358.0,575.55
2025-01-06,2025.0,Portal de las Flores,Rosas,13.0,20.8,270.4,32.26,419.38,148.98
2025-01-07,2025.0,Portal de las Flores,Girasoles,7.0,14.33,100.31,24.15,169.05,68.74
2025-01-07,2025.0,Florería Central,Lirios,17.0,20.99,356.83,35.37,601.29,244.46
2025-01-07,2025.0,Jardín Express,Rosas,19.0,20.13,382.47,26.92,511.48,129.01
2025-01-07,2025.0,Portal de las Flores,Rosas,38.0,23.96,910.48,38.76,1472.88,562.4
2025-01-08,2025.0,EcoFlores Norte,Orquídeas,29.0,50.66,1469.14,71.68,2078.72,609.58
2025-01-08,2025.0,Portal de las Flores,Girasoles,14.0,13.32,186.48,18.83,263.62,77.14
2025-01-08,2025.0,EcoFlores Norte,Rosas,37.0,16.6,614.2,24.64,911.68,297.48
2025-01-08,2025.0,Jardín Express,Lirios,5.0,19.64,98.2,29.64,148.2,50.0
2025-01-09,2025.0,Florería Central,Rosas,38.0,22.89,869.82,33.84,1285.92,416.1
2025-01-10,2025.0,Florería Central,Rosas,40.0,19.02,760.8,25.31,1012.4,251.6
2025-01-10,2025.0,Portal de las Flores,Lirios,19.0,14.01,266.19,19.7,374.3,108.11
2025-01-10,2025.0,Florería Central,Lirios,40.0,20.63,825.2,31.21,1248.4,423.2
2025-01-11,2025.0,Jardín Express,Orquídeas,40.0,40.31,1612.4,54.27,2170.8,558.4
2025-01-11,2025.0,Portal de las Flores,Orquídeas,41.0,51.1,2095.1,77.27,3168.07,1072.97
2025-01-11,2025.0,Jardín Express,Rosas,5.0,19.29,96.45,28.71,143.55,47.1
