Fecha,Año,Tienda,Categoría,Cantidad,Costo_Unitario,Costo_Total,Precio_Venta_Unitario,Ingreso_Total,Ganancia_Neta,Cluster_Venta
2024-04-05,2024.0,Florería Central,Orquídeas,40.0,41.16,1646.4,60.42,2416.8,770.4,2
2025-10-25,2025.0,EcoFlores Norte,Lirios,21.0,15.02,315.42,24.09,505.89,190.47,1
2025-10-24,2025.0,EcoFlores Norte,Lirios,22.0,15.47,340.34,20.54,451.88,111.54,1
2024-07-08,2024.0,Jardín Express,Rosas,12.0,19.47,233.64,27.62,331.44,97.8,0
2024-02-06,2024.0,Florería Central,Orquídeas,23.0,48.37,1112.51,73.31,1686.13,573.62,2
2025-01-03,2025.0,EcoFlores Norte,Lirios,12.0,15.65,187.8,23.05,276.6,88.8,1
2025-11-25,2025.0,Florería Central,Girasoles,44.0,14.64,644.16,20.44,899.36,255.2,1
2025-06-08,2025.0,EcoFlores Norte,Lirios,26.0,19.28,501.28,33.59,873.34,372.06,1
2024-10-05,2024.0,EcoFlores Norte,Tulipanes,16.0,23.68,378.88,38.81,620.96,242.08,1
2024-08-04,2024.0,Florería Central,Orquídeas,40.0,46.66,1866.4,83.76,3350.4,1484.0,2
2024-09-29,2024.0,Portal de las Flores,Orquídeas,16.0,44.23,707.68,63.27,1012.32,304.64,2
2024-03-02,2024.0,Portal de las Flores,Rosas,18.0,20.35,366.3,28.34,510.12,143.82,0
2025-08-18,2025.0,EcoFlores Norte,Tulipanes,15.0,22.13,331.95,36.63,549.45,217.5,1
2025-12-29,2025.0,Jardín Express,Rosas,6.0,20.53,123.18,31.27,187.62,64.44,0
2024-12-07,2024.0,Portal de las Flores,Girasoles,18.0,14.68,264.24,24.6,442.8,178.56,1
2025-01-31,2025.0,EcoFlores Norte,Tulipanes,9.0,21.68,195.12,31.37,282.33,87.21,1
2025-11-29,2025.0,Jardín Express,Girasoles,9.0,13.63,122.67,20.46,184.14,61.47,0
2024-01-19,2024.0,Jardín Express,Rosas,4.0,19.39,77.56,28.07,112.28,34.72,0
2024-06-25,2024.0,EcoFlores Norte,Orquídeas,13.0,40.74,529.62,59.93,779.09,249.47,2
2025-09-03,2025.0,Florería Central,Orquídeas,30.0,49.35,1480.5,68.43,2052.9,572.4,2
2025-01-30,2025.0,Florería Central,Orquídeas,34.0,42.3,1438.2,67.6,2298.4,860.2,2
2025-03-20,2025.0,Portal de las Flores,Rosas,8.0,16.19,129.52,21.99,175.92,46.4,0
2024-08-20,2024.0,Florería Central,Girasoles,35.0,12.34,431.9,21.43,750.05,318.15,1
2024-03-16,2024.0,EcoFlores Norte,Orquídeas,16.0,50.38,806.08,75.56,1208.96,402.88,2
2024-09-21,2024.0,Florería Central,Lirios,33.0,18.43,608.19,24.87,820.71,212.52,1
2025-03-30,2025.0,Florería Central,Orquídeas,32.0,39.85,1275.2,71.34,2282.88,1007.68,2
2025-12-18,2025.0,Florería Central,Tulipanes,36.0,25.44,915.84,40.92,1473.12,557.28,1
2025-01-18,2025.0,Jardín Express,Girasoles,8.0,12.33,98.64,17.09,136.72,38.08,0
2025-07-17,2025.0,Jardín Express,Girasoles,3.0,13.68,41.04,23.21,69.63,28.59,0
2025-05-20,2025.0,Jardín Express,Lirios,9.0,16.65,149.85,24.54,220.86,71.01,1
2025-01-01,2025.0,Jardín Express,Rosas,8.0,16.48,131.84,29.58,236.64,104.8,0
2024-05-23,2024.0,Florería Central,Tulipanes,31.0,24.56,761.36,36.34,1126.54,365.18,1
2024-03-09,2024.0,Florería Central,Orquídeas,31.0,38.95,1207.45,61.49,1906.19,698.74,2
2024-04-08,2024.0,Florería Central,Rosas,38.0,17.82,677.16,27.46,1043.48,366.32,0
2025-01-30,2025.0,Portal de las Flores,Girasoles,16.0,15.3,244.8,26.19,419.04,174.24,1
2024-01-25,2024.0,Jardín Express,Girasoles,4.0,13.06,52.24,18.31,73.24,21.0,0
2025-04-13,2025.0,EcoFlores Norte,Rosas,18.0,18.17,327.06,23.92,430.56,103.5,0
2025-04-28,2025.0,Florería Central,Girasoles,38.0,12.95,492.1,21.07,800.66,308.56,1
2025-07-18,2025.0,Portal de las Flores,Tulipanes,23.0,26.48,609.04,37.39,859.97,250.93,1
2024-05-30,2024.0,EcoFlores Norte,Rosas,16.0,18.61,297.76,32.93,526.88,229.12,0
2024-05-23,2024.0,EcoFlores Norte,Orquídeas,11.0,47.45,521.95,83.99,923.89,401.94,2
2025-07-22,2025.0,EcoFlores Norte,Lirios,21.0,17.57,368.97,26.12,548.52,179.55,1
2024-02-08,2024.0,Jardín Express,Lirios,12.0,17.16,205.92,26.92,323.04,117.12,1
2024-04-18,2024.0,Florería Central,Rosas,32.0,17.43,557.76,24.24,775.68,217.92,0
2025-11-23,2025.0,Jardín Express,Rosas,8.0,19.13,153.04,25.78,206.24,53.2,0
2024-02-11,2024.0,EcoFlores Norte,Tulipanes,10.0,25.67,256.7,45.67,456.7,200.0,1
2024-07-04,2024.0,Florería Central,Orquídeas,34.0,43.37,1474.58,63.25,2150.5,675.92,2
2025-02-01,2025.0,EcoFlores Norte,Tulipanes,14.0,25.82,361.48,40.43,566.02,204.54,1
2024-08-10,2024.0,Florería Central,Orquídeas,25.0,50.31,1257.75,81.96,2049.0,791.25,2
2025-09-25,2025.0,Portal de las Flores,Tulipanes,7.0,22.11,154.77,29.93,209.51,54.74,1
2024-05-12,2024.0,Florería Central,Lirios,40.0,16.92,676.8,26.35,1054.0,377.2,1
2024-06-11,2024.0,Florería Central,Lirios,31.0,15.55,482.05,27.09,839.79,357.74,1
2024-08-02,2024.0,Jardín Express,Rosas,7.0,19.23,134.61,28.32,198.24,63.63,0
2024-08-22,2024.0,Portal de las Flores,Girasoles,22.0,15.88,349.36,23.82,524.04,174.68,1
2025-10-19,2025.0,EcoFlores Norte,Girasoles,25.0,16.09,402.25,22.45,561.25,159.0,1
2025-08-10,2025.0,Portal de las Flores,Rosas,18.0,17.63,317.34,25.6,460.8,143.46,0
2024-01-09,2024.0,Florería Central,Tulipanes,24.0,22.61,542.64,35.57,853.68,311.04,1
2024-03-14,2024.0,Portal de las Flores,Rosas,23.0,16.17,371.91,22.4,515.2,143.29,0
2025-05-06,2025.0,EcoFlores Norte,Tulipanes,21.0,25.37,532.77,37.3,783.3,250.53,1
2024-09-09,2024.0,Jardín Express,Rosas,10.0,18.87,188.7,30.22,302.2,113.5,0
2024-08-17,2024.0,Portal de las Flores,Tulipanes,17.0,26.65,453.05,46.99,798.83,345.78,1
2025-06-02,2025.0,Portal de las Flores,Tulipanes,16.0,20.76,332.16,27.4,438.4,106.24,1
2024-06-22,2024.0,Florería Central,Rosas,38.0,20.41,775.58,34.51,1311.38,535.8,0
2025-10-14,2025.0,Jardín Express,Rosas,10.0,15.52,155.2,24.74,247.4,92.2,0
2024-06-16,2024.0,Florería Central,Orquídeas,54.0,48.39,2613.06,66.1,3569.4,956.34,2
2024-06-18,2024.0,Jardín Express,Girasoles,11.0,12.11,133.21,18.32,201.52,68.31,0
2025-01-27,2025.0,Portal de las Flores,Girasoles,16.0,12.85,205.6,21.96,351.36,145.76,1
2025-09-25,2025.0,Florería Central,Rosas,40.0,16.34,653.6,21.66,866.4,212.8,0
2024-07-12,2024.0,Jardín Express,Girasoles,1.0,13.3,13.3,19.91,19.91,6.61,0
2025-05-31,2025.0,Portal de las Flores,Orquídeas,17.0,40.43,687.31,64.12,1090.04,402.73,2
2024-01-29,2024.0,EcoFlores Norte,Tulipanes,18.0,25.68,462.24,37.83,680.94,218.7,1
2024-06-13,2024.0,Portal de las Flores,Tulipanes,25.0,20.81,520.25,27.41,685.25,165.0,1
2025-02-25,2025.0,Florería Central,Girasoles,30.0,16.0,480.0,23.56,706.8,226.8,1
2024-12-04,2024.0,EcoFlores Norte,Lirios,21.0,15.97,335.37,22.6,474.6,139.23,1
2025-10-09,2025.0,Jardín Express,Girasoles,8.0,12.49,99.92,19.64,157.12,57.2,0
2025-05-10,2025.0,Portal de las Flores,Tulipanes,22.0,20.73,456.06,33.75,742.5,286.44,1
2024-12-30,2024.0,Jardín Express,Rosas,4.0,15.74,62.96,28.27,113.08,50.12,0
2024-12-07,2024.0,Portal de las Flores,Orquídeas,25.0,51.44,1286.0,87.29,2182.25,896.25,2
2025-05-14,2025.0,EcoFlores Norte,Lirios,29.0,19.47,564.63,32.79,950.91,386.28,1
2025-10-18,2025.0,Jardín Express,Tulipanes,8.0,23.48,187.84,34.4,275.2,87.36,1
2025-05-25,2025.0,Florería Central,Orquídeas,34.0,44.05,1497.7,63.41,2155.94,658.24,2
2024-11-22,2024.0,Jardín Express,Girasoles,8.0,15.17,121.36,19.84,158.72,37.36,0
2024-08-04,2024.0,Portal de las Flores,Orquídeas,23.0,41.67,958.41,72.2,1660.6,702.19,2
2024-10-27,2024.0,EcoFlores Norte,Rosas,14.0,16.85,235.9,22.69,317.66,81.76,0
2024-05-11,2024.0,Jardín Express,Girasoles,11.0,14.4,158.4,23.06,253.66,95.26,0
2024-03-10,2024.0,EcoFlores Norte,Rosas,12.0,15.31,183.72,22.8,273.6,89.88,0
2024-09-08,2024.0,EcoFlores Norte,Lirios,21.0,15.64,328.44,25.22,529.62,201.18,1
2025-02-18,2025.0,Florería Central,Orquídeas,26.0,41.64,1082.64,67.67,1759.42,676.78,2
2025-03-20,2025.0,Florería Central,Orquídeas,28.0,44.71,1251.88,78.89,2208.92,957.04,2
2024-06-30,2024.0,EcoFlores Norte,Rosas,24.0,15.45,370.8,24.9,597.6,226.8,0
2024-06-15,2024.0,Florería Central,Tulipanes,35.0,23.47,821.45,36.94,1292.9,471.45,1
2024-03-31,2024.0,EcoFlores Norte,Tulipanes,16.0,24.96,399.36,42.5,680.0,280.64,1
2025-06-14,2025.0,Florería Central,Rosas,45.0,15.79,710.55,25.27,1137.15,426.6,0
2024-02-08,2024.0,Portal de las Flores,Tulipanes,18.0,21.43,385.74,35.52,639.36,253.62,1
2024-05-05,2024.0,EcoFlores Norte,Lirios,21.0,18.45,387.45,33.16,696.36,308.91,1
2025-03-26,2025.0,EcoFlores Norte,Lirios,23.0,19.27,443.21,27.9,641.7,198.49,1
2024-06-21,2024.0,EcoFlores Norte,Lirios,23.0,14.87,342.01,26.2,602.6,260.59,1
2025-10-14,2025.0,Florería Central,Orquídeas,33.0,48.09,1586.97,70.3,2319.9,732.93,2
2024-08-07,2024.0,Florería Central,Orquídeas,35.0,39.97,1398.95,54.48,1906.8,507.85,2
2025-09-29,2025.0,Jardín Express,Rosas,5.0,17.47,87.35,29.08,145.4,58.05,0
2024-02-27,2024.0,Jardín Express,Rosas,8.0,20.11,160.88,26.28,210.24,49.36,0
2025-10-21,2025.0,Jardín Express,Rosas,11.0,20.47,225.17,32.4,356.4,131.23,0
2025-04-20,2025.0,Florería Central,Orquídeas,36.0,49.22,1771.92,73.44,2643.84,871.92,2
2025-03-31,2025.0,Portal de las Flores,Lirios,17.0,15.15,257.55,20.31,345.27,87.72,1
2024-12-26,2024.0,Jardín Express,Lirios,1.0,16.71,16.71,26.17,26.17,9.46,1
2024-01-01,2024.0,Portal de las Flores,Girasoles,19.0,13.24,251.56,20.37,387.03,135.47,1
2024-12-13,2024.0,Florería Central,Orquídeas,45.0,47.25,2126.25,64.25,2891.25,765.0,2
2024-07-08,2024.0,EcoFlores Norte,Lirios,14.0,18.29,256.06,31.76,444.64,188.58,1
2025-05-19,2025.0,Portal de las Flores,Girasoles,24.0,12.68,304.32,16.65,399.6,95.28,1
2024-07-09,2024.0,Portal de las Flores,Orquídeas,28.0,44.23,1238.44,71.15,1992.2,753.76,2
2025-05-22,2025.0,Portal de las Flores,Girasoles,18.0,15.95,287.1,21.6,388.8,101.7,1
2025-01-03,2025.0,Portal de las Flores,Girasoles,18.0,13.07,235.26,22.03,396.54,161.28,1
2025-02-12,2025.0,EcoFlores Norte,Rosas,18.0,18.24,328.32,25.84,465.12,136.8,0
2024-04-26,2024.0,Portal de las Flores,Tulipanes,14.0,26.3,368.2,34.74,486.36,118.16,1
2024-05-13,2024.0,Jardín Express,Rosas,12.0,18.83,225.96,25.93,311.16,85.2,0
2024-02-27,2024.0,Jardín Express,Girasoles,3.0,14.35,43.05,23.89,71.67,28.62,0
2025-07-09,2025.0,EcoFlores Norte,Rosas,23.0,17.12,393.76,30.32,697.36,303.6,0
2025-11-15,2025.0,Florería Central,Rosas,40.0,17.01,680.4,22.6,904.0,223.6,0
2025-11-02,2025.0,Florería Central,Orquídeas,40.0,47.38,1895.2,68.87,2754.8,859.6,2
2024-06-21,2024.0,EcoFlores Norte,Lirios,18.0,15.73,283.14,21.4,385.2,102.06,1
2024-05-28,2024.0,EcoFlores Norte,Girasoles,23.0,13.86,318.78,18.55,426.65,107.87,1
2024-03-20,2024.0,Portal de las Flores,Girasoles,16.0,14.66,234.56,26.37,421.92,187.36,1
2024-07-31,2024.0,EcoFlores Norte,Rosas,19.0,15.3,290.7,24.59,467.21,176.51,0
2024-07-21,2024.0,Florería Central,Orquídeas,34.0,47.0,1598.0,62.54,2126.36,528.36,2
2024-08-16,2024.0,Jardín Express,Tulipanes,6.0,21.82,130.92,30.34,182.04,51.12,1
2025-11-06,2025.0,Florería Central,Orquídeas,38.0,46.1,1751.8,69.18,2628.84,877.04,2
2024-08-14,2024.0,EcoFlores Norte,Tulipanes,20.0,20.67,413.4,33.28,665.6,252.2,1
2025-10-20,2025.0,Portal de las Flores,Tulipanes,14.0,21.95,307.3,29.0,406.0,98.7,1
2025-06-15,2025.0,Portal de las Flores,Rosas,14.0,18.16,254.24,29.77,416.78,162.54,0
2025-03-16,2025.0,EcoFlores Norte,Lirios,12.0,16.47,197.64,23.85,286.2,88.56,1
2025-02-05,2025.0,EcoFlores Norte,Girasoles,16.0,14.48,231.68,22.62,361.92,130.24,1
2024-02-16,2024.0,Portal de las Flores,Tulipanes,25.0,23.78,594.5,36.89,922.25,327.75,1
2024-08-20,2024.0,Portal de las Flores,Girasoles,11.0,12.72,139.92,20.85,229.35,89.43,1
2024-10-31,2024.0,Jardín Express,Girasoles,4.0,15.98,63.92,22.19,88.76,24.84,0
2025-06-09,2025.0,Portal de las Flores,Orquídeas,19.0,45.22,859.18,71.91,1366.29,507.11,2
2024-05-22,2024.0,Florería Central,Rosas,31.0,20.13,624.03,27.67,857.77,233.74,0
2025-02-18,2025.0,EcoFlores Norte,Lirios,14.0,16.69,233.66,27.07,378.98,145.32,1
2025-05-27,2025.0,Florería Central,Rosas,31.0,15.99,495.69,22.3,691.3,195.61,0
2025-01-07,2025.0,Portal de las Flores,Orquídeas,22.0,49.53,1089.66,69.26,1523.72,434.06,2
2025-07-19,2025.0,Jardín Express,Girasoles,8.0,14.37,114.96,21.22,169.76,54.8,0
2024-09-15,2024.0,Florería Central,Rosas,15.0,15.38,230.7,21.9,328.5,97.8,0
2025-10-17,2025.0,Jardín Express,Girasoles,3.0,14.44,43.32,20.36,61.08,17.76,0
2025-04-15,2025.0,Jardín Express,Tulipanes,9.0,22.44,201.96,38.57,347.13,145.17,1
2024-01-12,2024.0,Jardín Express,Girasoles,9.0,12.24,110.16,18.62,167.58,57.42,0
2024-11-25,2024.0,Jardín Express,Rosas,5.0,18.53,92.65,27.66,138.3,45.65,0
2024-12-23,2024.0,Portal de las Flores,Lirios,24.0,19.31,463.44,33.63,807.12,343.68,1
2025-02-11,2025.0,EcoFlores Norte,Lirios,18.0,14.77,265.86,19.73,355.14,89.28,1
2025-10-29,2025.0,Jardín Express,Girasoles,4.0,16.08,64.32,22.53,90.12,25.8,0
2025-01-07,2025.0,Portal de las Flores,Lirios,23.0,19.05,438.15,29.76,684.48,246.33,1
2024-01-08,2024.0,EcoFlores Norte,Rosas,20.0,20.41,408.2,35.13,702.6,294.4,0
2024-05-01,2024.0,EcoFlores Norte,Tulipanes,21.0,25.3,531.3,34.99,734.79,203.49,1
2024-12-13,2024.0,Jardín Express,Lirios,10.0,17.94,179.4,31.83,318.3,138.9,1
2025-11-06,2025.0,Portal de las Flores,Lirios,18.0,17.88,321.84,24.76,445.68,123.84,1
2024-03-30,2024.0,EcoFlores Norte,Girasoles,15.0,13.63,204.45,21.06,315.9,111.45,1
2025-10-09,2025.0,EcoFlores Norte,Orquídeas,16.0,51.6,825.6,68.15,1090.4,264.8,2
2025-11-28,2025.0,Portal de las Flores,Lirios,20.0,15.66,313.2,21.12,422.4,109.2,1
2024-11-11,2024.0,Portal de las Flores,Tulipanes,23.0,24.34,559.82,37.42,860.66,300.84,1
2024-06-26,2024.0,Jardín Express,Girasoles,11.0,13.74,151.14,22.17,243.87,92.73,0
2025-06-23,2025.0,Jardín Express,Girasoles,8.0,12.84,102.72,19.26,154.08,51.36,0
2024-02-10,2024.0,Jardín Express,Girasoles,8.0,14.47,115.76,18.93,151.44,35.68,0
2025-12-04,2025.0,Jardín Express,Rosas,6.0,18.42,110.52,31.61,189.66,79.14,0
2025-05-16,2025.0,Jardín Express,Rosas,12.0,16.28,195.36,28.96,347.52,152.16,0
2024-05-24,2024.0,Jardín Express,Rosas,11.0,17.47,192.17,27.25,299.75,107.58,0
2024-07-19,2024.0,Portal de las Flores,Orquídeas,6.0,47.37,284.22,70.96,425.76,141.54,2
2025-12-24,2025.0,Portal de las Flores,Orquídeas,23.0,44.11,1014.53,60.16,1383.68,369.15,2
2025-04-05,2025.0,Florería Central,Tulipanes,48.0,22.96,1102.08,37.53,1801.44,699.36,1
2025-07-11,2025.0,Jardín Express,Girasoles,9.0,13.37,120.33,19.01,171.09,50.76,0
2025-06-30,2025.0,Florería Central,Orquídeas,36.0,45.72,1645.92,72.47,2608.92,963.0,2
2024-09-09,2024.0,Portal de las Flores,Girasoles,16.0,13.89,222.24,18.36,293.76,71.52,1
2025-01-24,2025.0,Jardín Express,Rosas,10.0,19.05,190.5,30.17,301.7,111.2,0
2025-08-16,2025.0,Jardín Express,Rosas,4.0,17.68,70.72,25.79,103.16,32.44,0
2024-09-12,2024.0,Portal de las Flores,Lirios,20.0,14.76,295.2,24.31,486.2,191.0,1
2025-03-25,2025.0,Portal de las Flores,Lirios,9.0,16.08,144.72,21.75,195.75,51.03,1
2024-01-10,2024.0,Jardín Express,Rosas,5.0,18.68,93.4,29.43,147.15,53.75,0
2024-08-29,2024.0,Florería Central,Rosas,34.0,16.67,566.78,27.02,918.68,351.9,0
2024-09-07,2024.0,Florería Central,Rosas,36.0,20.11,723.96,32.15,1157.4,433.44,0
2024-01-05,2024.0,Jardín Express,Girasoles,11.0,14.47,159.17,20.95,230.45,71.28,0
2024-04-28,2024.0,Florería Central,Orquídeas,30.0,40.93,1227.9,58.26,1747.8,519.9,2
2025-01-08,2025.0,Portal de las Flores,Rosas,15.0,18.3,274.5,29.17,437.55,163.05,0
2024-03-05,2024.0,Portal de las Flores,Rosas,20.0,16.46,329.2,23.73,474.6,145.4,0
2024-05-25,2024.0,EcoFlores Norte,Tulipanes,11.0,24.75,272.25,36.97,406.67,134.42,1
2024-08-11,2024.0,EcoFlores Norte,Orquídeas,17.0,45.87,779.79,74.84,1272.28,492.49,2
2024-08-26,2024.0,Portal de las Flores,Lirios,25.0,19.2,480.0,34.53,863.25,383.25,1
2024-06-25,2024.0,Portal de las Flores,Lirios,23.0,14.7,338.1,20.81,478.63,140.53,1
2024-10-08,2024.0,Florería Central,Rosas,32.0,15.31,489.92,26.82,858.24,368.32,0
2024-03-03,2024.0,Portal de las Flores,Lirios,17.0,16.27,276.59,28.57,485.69,209.1,1
2024-08-04,2024.0,Florería Central,Orquídeas,24.0,42.47,1019.28,63.93,1534.32,515.04,2
2025-11-19,2025.0,Jardín Express,Girasoles,3.0,15.62,46.86,21.49,64.47,17.61,0
2025-04-05,2025.0,Jardín Express,Lirios,3.0,16.46,49.38,22.47,67.41,18.03,1
2025-09-01,2025.0,Portal de las Flores,Rosas,23.0,16.42,377.66,25.49,586.27,208.61,0
2024-04-14,2024.0,Portal de las Flores,Girasoles,29.0,13.7,397.3,22.23,644.67,247.37,1
2024-04-08,2024.0,EcoFlores Norte,Girasoles,22.0,15.31,336.82,26.22,576.84,240.02,1
2025-05-25,2025.0,Jardín Express,Girasoles,8.0,15.67,125.36,27.0,216.0,90.64,0
2025-01-19,2025.0,Florería Central,Orquídeas,33.0,48.89,1613.37,85.64,2826.12,1212.75,2
2025-02-08,2025.0,Portal de las Flores,Girasoles,20.0,12.94,258.8,18.87,377.4,118.6,1
2025-06-01,2025.0,EcoFlores Norte,Tulipanes,21.0,26.67,560.07,45.14,947.94,387.87,1
2025-04-20,2025.0,EcoFlores Norte,Rosas,18.0,19.03,342.54,33.73,607.14,264.6,0
2025-12-09,2025.0,Florería Central,Girasoles,36.0,12.87,463.32,18.3,658.8,195.48,1
2025-10-06,2025.0,Portal de las Flores,Tulipanes,17.0,20.86,354.62,28.97,492.49,137.87,1
2025-03-12,2025.0,Florería Central,Rosas,33.0,18.88,623.04,31.64,1044.12,421.08,0
2024-01-23,2024.0,EcoFlores Norte,Lirios,19.0,15.93,302.67,26.95,512.05,209.38,1
2025-07-18,2025.0,Jardín Express,Rosas,11.0,18.96,208.56,27.04,297.44,88.88,0
2025-11-07,2025.0,Jardín Express,Girasoles,10.0,13.19,131.9,22.82,228.2,96.3,0
2025-12-14,2025.0,Florería Central,Orquídeas,32.0,40.52,1296.64,69.62,2227.84,931.2,2
2025-04-02,2025.0,Florería Central,Orquídeas,43.0,43.67,1877.81,69.39,2983.77,1105.96,2
2024-03-23,2024.0,Jardín Express,Girasoles,11.0,15.38,169.18,25.45,279.95,110.77,0
2024-03-25,2024.0,Florería Central,Lirios,31.0,15.16,469.96,24.35,754.85,284.89,1
2024-03-18,2024.0,Portal de las Flores,Tulipanes,15.0,20.74,311.1,36.93,553.95,242.85,1
2025-04-01,2025.0,Jardín Express,Girasoles,10.0,14.54,145.4,25.18,251.8,106.4,0
2024-01-01,2024.0,Portal de las Flores,Lirios,13.0,15.16,197.08,19.79,257.27,60.19,1
2024-02-20,2024.0,Florería Central,Tulipanes,24.0,21.61,518.64,33.09,794.16,275.52,1
2025-11-15,2025.0,Jardín Express,Girasoles,8.0,14.03,112.24,19.21,153.68,41.44,0
2025-03-21,2025.0,EcoFlores Norte,Tulipanes,11.0,26.05,286.55,36.41,400.51,113.96,1
2025-03-24,2025.0,EcoFlores Norte,Lirios,13.0,15.86,206.18,20.98,272.74,66.56,1
2025-05-02,2025.0,EcoFlores Norte,Tulipanes,20.0,22.71,454.2,36.29,725.8,271.6,1
2024-02-03,2024.0,Jardín Express,Girasoles,11.0,13.91,153.01,24.08,264.88,111.87,0
2024-12-13,2024.0,Portal de las Flores,Rosas,8.0,18.29,146.32,28.47,227.76,81.44,0
2024-04-04,2024.0,Portal de las Flores,Tulipanes,20.0,27.09,541.8,41.05,821.0,279.2,1
2024-03-12,2024.0,EcoFlores Norte,Tulipanes,16.0,22.14,354.24,29.59,473.44,119.2,1
2025-07-04,2025.0,Jardín Express,Girasoles,6.0,12.05,72.3,21.66,129.96,57.66,0
2024-06-02,2024.0,EcoFlores Norte,Tulipanes,19.0,25.8,490.2,37.08,704.52,214.32,1
2024-09-06,2024.0,Florería Central,Girasoles,30.0,13.77,413.1,22.55,676.5,263.4,1
2025-11-04,2025.0,Portal de las Flores,Rosas,26.0,19.95,518.7,34.57,898.82,380.12,0
2025-03-13,2025.0,Jardín Express,Rosas,6.0,19.66,117.96,28.71,172.26,54.3,0
2024-04-27,2024.0,Jardín Express,Girasoles,8.0,12.94,103.52,20.31,162.48,58.96,0
2024-11-01,2024.0,Portal de las Flores,Rosas,14.0,15.34,214.76,23.04,322.56,107.8,0
2024-09-24,2024.0,Jardín Express,Rosas,11.0,15.4,169.4,26.98,296.78,127.38,0
2024-02-23,2024.0,Jardín Express,Rosas,4.0,16.56,66.24,22.09,88.36,22.12,0
2024-08-23,2024.0,Jardín Express,Tulipanes,5.0,20.84,104.2,29.43,147.15,42.95,1
2025-01-23,2025.0,Portal de las Flores,Lirios,7.0,14.99,104.93,26.63,186.41,81.48,1
2025-02-04,2025.0,EcoFlores Norte,Lirios,17.0,19.52,331.84,28.45,483.65,151.81,1
2025-09-15,2025.0,Jardín Express,Rosas,6.0,18.73,112.38,25.51,153.06,40.68,0
2024-10-29,2024.0,EcoFlores Norte,Rosas,19.0,19.41,368.79,25.65,487.35,118.56,0
2024-08-16,2024.0,EcoFlores Norte,Tulipanes,15.0,21.23,318.45,36.48,547.2,228.75,1
2025-07-31,2025.0,EcoFlores Norte,Lirios,14.0,15.92,222.88,23.7,331.8,108.92,1
2024-03-15,2024.0,EcoFlores Norte,Lirios,13.0,16.72,217.36,26.69,346.97,129.61,1
2025-03-10,2025.0,Portal de las Flores,Tulipanes,18.0,26.37,474.66,42.91,772.38,297.72,1
2024-04-12,2024.0,Florería Central,Orquídeas,24.0,40.35,968.4,63.49,1523.76,555.36,2
2025-02-25,2025.0,Portal de las Flores,Girasoles,12.0,12.07,144.84,17.34,208.08,63.24,1
2024-11-01,2024.0,EcoFlores Norte,Rosas,20.0,16.06,321.2,27.01,540.2,219.0,0
2024-04-07,2024.0,Florería Central,Orquídeas,33.0,46.62,1538.46,71.74,2367.42,828.96,2
2024-11-30,2024.0,Florería Central,Girasoles,25.0,12.51,312.75,22.13,553.25,240.5,1
2025-03-10,2025.0,Jardín Express,Girasoles,9.0,15.37,138.33,25.33,227.97,89.64,0
2025-03-22,2025.0,Jardín Express,Rosas,4.0,18.73,74.92,27.68,110.72,35.8,0
2024-11-03,2024.0,Jardín Express,Girasoles,4.0,14.79,59.16,23.31,93.24,34.08,0
2024-09-05,2024.0,EcoFlores Norte,Rosas,14.0,16.92,236.88,27.43,384.02,147.14,0
2024-06-14,2024.0,EcoFlores Norte,Girasoles,14.0,14.11,197.54,23.7,331.8,134.26,1
2025-04-25,2025.0,EcoFlores Norte,Tulipanes,25.0,21.7,542.5,29.4,735.0,192.5,1
2024-11-30,2024.0,Jardín Express,Tulipanes,7.0,21.84,152.88,32.9,230.3,77.42,1
2025-06-25,2025.0,EcoFlores Norte,Orquídeas,16.0,46.48,743.68,66.02,1056.32,312.64,2
2024-04-15,2024.0,Portal de las Flores,Rosas,19.0,15.74,299.06,21.62,410.78,111.72,0
2025-07-16,2025.0,EcoFlores Norte,Tulipanes,20.0,23.26,465.2,33.09,661.8,196.6,1
2024-03-21,2024.0,EcoFlores Norte,Tulipanes,15.0,27.07,406.05,37.38,560.7,154.65,1
2024-05-12,2024.0,EcoFlores Norte,Girasoles,13.0,13.76,178.88,19.83,257.79,78.91,1
2024-05-17,2024.0,Portal de las Flores,Lirios,24.0,18.92,454.08,31.49,755.76,301.68,1
2024-07-02,2024.0,EcoFlores Norte,Lirios,12.0,18.33,219.96,26.93,323.16,103.2,1
2025-02-04,2025.0,Portal de las Flores,Girasoles,11.0,15.0,165.0,23.98,263.78,98.78,1
2024-11-25,2024.0,Jardín Express,Rosas,7.0,16.47,115.29,28.6,200.2,84.91,0
2025-05-22,2025.0,Portal de las Flores,Orquídeas,8.0,44.83,358.64,73.78,590.24,231.6,2
2024-03-09,2024.0,Portal de las Flores,Orquídeas,26.0,40.82,1061.32,71.79,1866.54,805.22,2
2025-06-29,2025.0,Jardín Express,Girasoles,9.0,15.1,135.9,25.76,231.84,95.94,0
2024-02-22,2024.0,Jardín Express,Girasoles,9.0,16.04,144.36,27.2,244.8,100.44,0
2025-03-25,2025.0,Portal de las Flores,Orquídeas,22.0,49.12,1080.64,84.61,1861.42,780.78,2
2024-07-23,2024.0,Portal de las Flores,Rosas,19.0,18.94,359.86,28.89,548.91,189.05,0
2024-05-05,2024.0,Florería Central,Orquídeas,30.0,46.61,1398.3,71.79,2153.7,755.4,2
